brain_region,gene_id,effect_size,p-value,power,t_stat
4720,2541,-0.7088681204457965,0.47,0.00025059807906036013,-2.589863090437807
4722,2541,-0.5561186046641378,0.436,0.001026899388664182,-2.968965694824343
4723,2541,-0.899300019313688,0.469,3.478770808473808e-05,-3.7812308715384493
4725,2541,-0.67910082664793,0.424,0.00033385905550775696,-2.920973821918652
4738,1259,0.6373895554702987,0.555,0.4925951534091373,2.7595427792871505
4738,2541,-0.7821613804772298,0.42,0.00012060519543277692,-3.4033304685139067
4739,1259,0.7939445652382089,0.549,0.6470660573262719,3.1782809670438983
4739,2541,-0.8320774701583269,0.446,7.180714204946259e-05,-3.3008210200285375
4740,1259,0.6839693945608335,0.551,0.5395869674336299,2.8439816304708367
4740,2541,-0.6617962515802538,0.454,0.0003933894855919773,-2.6927410031280163
4741,1259,0.6145514572204787,0.551,0.4695345982164869,2.9874955210457643
4741,2541,-0.6875286624870894,0.439,0.0003079977775218845,-2.9094913617197142
4782,1259,0.08492971713324445,0.529,0.07681359342895022,0.46366364441016966
4782,2541,-0.9568857052915738,0.482,1.825058239302013e-05,-2.924264299777154
9054,2541,-0.4466206316280999,0.453,0.0025713001941146674,-1.5690755428615688
9067,1259,0.06564409754202542,0.545,0.06993071686698782,0.4206560497034387
9067,2541,-0.4390933628758802,0.465,0.0027310491533326653,-1.6871890113165176
9074,1259,-0.05657577408343987,0.497,0.03670200181172001,-0.46255119362094005
9074,2538,-0.33702796067673085,0.459,0.0059686737756273756,-1.7409361404349206
9074,2541,0.3984047305155752,0.516,0.2657715007682807,1.3320995776122437
9075,1259,-0.36208356676148873,0.437,0.004956401974298252,-3.3085159717325596
9075,2541,-0.4995287365917094,0.453,0.001666180584885102,-1.9789759919337573
9161,1259,0.2621436968255466,0.545,0.16521962298100124,1.4842997866817067
9161,2541,-0.11332355402926823,0.488,0.0264099911145671,-0.32597525105064135
9492,1259,-1.0347148576910923,0.399,7.364172728063778e-06,-16.178840997233532
9492,2538,-0.10522812305356342,0.463,0.027711860421163248,-0.39457637784650884
9492,2541,-0.6452307432371446,0.437,0.00045945047416595663,-2.594241881133256
9492,3335,-0.635640144553729,0.419,0.0005022406638029997,-12.721503280426703
9492,3338,-0.7598077245160575,0.333,0.00015131302483983866,-11.944954587885054
9492,4103,0.12507935659819727,0.508,0.09276619069626613,0.3998357301771151
9492,36362,1.6049441055608928,0.553,0.9919761249932293,5.00378064113831
9520,1259,-1.5608898478423492,0.425,4.3777611535844585e-09,-7.537370663147371
9520,2541,-1.3078690858939,0.408,2.1803763161631906e-07,-7.471649019959017
9543,1259,-0.4280017011829715,0.394,0.0029827449974968445,-4.37248320280901
9543,2541,-0.6216324548858995,0.44,0.000571381980726815,-2.615539157510521
9561,1259,1.0315865685639358,0.543,0.8354487733060776,3.6797500421128206
9561,2538,0.2612688915072794,0.525,0.16466498547996355,0.9293297256298482
9561,2541,0.8410735780830404,0.517,0.6901765927259669,1.4968472550069725
9598,1259,-0.3309954614735836,0.376,0.006238137669280608,-2.3796779182452794
9598,2541,-0.8197632639332104,0.475,8.17328052209465e-05,-2.7580310295027957
9614,1259,-0.8492070897301641,0.337,5.987092176151787e-05,-9.897338089160051
9614,2541,-1.114728933575808,0.337,2.7736170591374787e-06,-22.97752104981698
9677,1259,-0.5274872898362484,0.378,0.0013152138973019367,-3.0924841503570883
9677,2538,-0.21438676315462638,0.488,0.014010583034030577,-0.9140088673759438
9677,2541,-0.6613705148376408,0.481,0.00039497094475493544,-1.5394814960419154
9677,3335,-0.3867088773385056,0.467,0.0041131113917523,-1.5770354329538512
9677,3338,-0.5352721413851435,0.463,0.001230278876817592,-2.5806900421612085
9677,4103,0.3737872187384123,0.547,0.24560998016864344,1.230748468889886
9677,36362,0.8181275903440672,0.519,0.6694725930103669,2.004195930710133
9698,1259,-0.7875845171849889,0.345,0.00011409032741560576,-5.5534853400330615
9698,2541,-0.8880103358652753,0.463,3.9373995714298005e-05,-2.8789286301434833
